Mutual fund,Stake,Sharesowned,Total value ($),Sharesbought / sold,Totalchange,Symbol
Stichting Pensioenfonds ABP (Glob...,1.18%,7767716,491851777,2298392,+42.02%,O
Fidelity 500 Index Fund,1.04%,6875211,435338361,12503,+0.18%,O
SPDR S&P 500 ETF Trust,1.03%,6798660,430491151,19448,+0.29%,O
SPDR S&P Dividend ETF,0.88%,5794969,366937437,-1579,-0.03%,O
Cohen & Steers Real Estate Securi...,0.87%,5744878,363765675,756982,+15.18%,O
iShares Core S&P 500 ETF,0.84%,5566245,352454633,750,+0.01%,O
Vanguard Total Stock Market Index...,3.09%,6968643,406132514,-52568,-0.75%,PHM
Putnam Large Cap Value Fund,2.72%,6135410,357571695,951538,+18.36%,PHM
Oakmark Fund,2.51%,5654000,329515120,0,0.00%,PHM
Vanguard Mid Cap Index Fund,2.34%,5269797,307123769,-41868,-0.79%,PHM
Vanguard 500 Index Fund,2.33%,5265340,306864015,-31357,-0.59%,PHM
Government Pension Fund - Global ...,1.57%,3548115,206784142,875627,+32.76%,PHM
SPDR S&P 500 ETF Trust,1.11%,2498486,145611764,6968,+0.28%,PHM
Fidelity 500 Index Fund,1.11%,2497491,145553775,4543,+0.18%,PHM
Vanguard Value Index Fund,0.89%,2017755,117594761,-1692,-0.08%,PHM
Vanguard Mid Cap Value Index Fund,0.89%,2015216,117446788,2033,+0.10%,PHM
Vanguard Total Stock Market Index...,3.10%,4549967,996397273,44059,+0.98%,RMD
Vanguard Mid Cap Index Fund,2.34%,3431421,751446885,12740,+0.37%,RMD
Vanguard 500 Index Fund,2.34%,3429790,751089712,27800,+0.82%,RMD
Fidelity 500 Index Fund,1.09%,1605839,351662683,2918,+0.18%,RMD
SPDR S&P 500 ETF Trust,1.08%,1588033,347763347,4576,+0.29%,RMD
WCM Focused International Growth ...,0.97%,1422742,311566271,-956087,-40.19%,RMD
Government Pension Fund - Global ...,0.93%,1372860,300642611,90713,+7.08%,RMD
iShares Core S&P 500 ETF,0.89%,1303870,285534491,176,+0.01%,RMD
Vanguard Growth Index Fund,0.85%,1251113,273981236,1679,+0.13%,RMD
Fidelity Inv. Trust - Series Inte...,0.85%,1242218,272033320,0,0.00%,RMD
Vanguard Total Stock Market Index...,3.12%,10669051,1132306383,-9685,-0.09%,ROST
Vanguard 500 Index Fund,2.35%,8039789,853262807,-24500,-0.30%,ROST
Vanguard PRIMECAP Fund,2.29%,7819900,829925987,-5890,-0.08%,ROST
T Rowe Price Growth Stock Fund,1.73%,5915775,627841201,-2423004,-29.06%,ROST
T Rowe Price Blue Chip Growth Fun...,1.57%,5371028,570027202,-516868,-8.78%,ROST
Fidelity Low Priced Stock Fund,1.49%,5097128,540958195,-3100,-0.06%,ROST
Invesco QQQ Trust,1.34%,4575554,485603546,14770,+0.32%,ROST
Alecta Pension,1.24%,4233752,449328100,12174,+0.29%,ROST
Franklin Rising Dividends Fund,1.13%,3868972,410613998,-14200,-0.37%,ROST
Fidelity 500 Index Fund,1.11%,3804698,403792599,6915,+0.18%,ROST
Stichting Pensioenfonds ABP (Glob...,3.80%,18681859,701130168,-16173,-0.09%,ROL
Vanguard Total Stock Market Index...,1.55%,7628572,286300307,-695505,-8.36%,ROL
Vanguard Mid Cap Index Fund,1.17%,5749326,215772205,-565504,-8.96%,ROL
Vanguard 500 Index Fund,1.10%,5404675,202837453,30915,+0.58%,ROL
BlackRock Mid Cap Growth Equity P...,0.78%,3837301,144013907,0,0.00%,ROL
iShares Tr. - Edge MSCI Min. Vol....,0.52%,2548026,95627416,-1290,-0.05%,ROL
Fidelity 500 Index Fund,0.52%,2537416,95229222,4614,+0.18%,ROL
SPDR S&P 500 ETF Trust,0.51%,2508959,94161231,7176,+0.29%,ROL
Smithson Investment Trust Plc,0.51%,2484570,93245912,2484570,--,ROL
Government Pension Fund - Global ...,0.46%,2259660,84805040,247455,+12.30%,ROL
Vanguard Total Stock Market Index...,3.10%,9738892,1472130915,63043,+0.65%,SRE
Vanguard 500 Index Fund,2.33%,7338595,1109302020,36060,+0.49%,SRE
Washington Mutual Investors Fund,2.31%,7263131,1097894882,760094,+11.69%,SRE
Government Pension Fund - Global ...,2.03%,6398252,967159772,513714,+8.73%,SRE
American Mutual Fund,1.81%,5680345,858640950,345582,+6.48%,SRE
SPDR Series - Utilities Select Se...,1.57%,4932635,745617107,5410,+0.11%,SRE
American Balanced Fund,1.31%,4118752,622590552,0,0.00%,SRE
Fidelity 500 Index Fund,1.10%,3445893,520881186,6264,+0.18%,SRE
SPDR S&P 500 ETF Trust,1.08%,3407524,515081328,9724,+0.29%,SRE
Vanguard Equity Income Fund,1.02%,3196153,483130487,-159956,-4.77%,SRE
Vanguard Total Stock Market Index...,3.10%,1645610,406284653,8317,+0.51%,SNA
Vanguard Mid Cap Index Fund,2.34%,1240604,306292722,1328,+0.11%,SNA
Vanguard 500 Index Fund,2.34%,1240396,306241368,6000,+0.49%,SNA
Schwab US Dividend Equity ETF,1.45%,771451,190463537,420,+0.05%,SNA
JPMorgan Mid Cap Value Fund,1.45%,769981,190100609,0,0.00%,SNA
First Trust Rising Dividend Achie...,1.20%,637213,157321518,-366,-0.06%,SNA
Fidelity 500 Index Fund,1.10%,582715,143866506,1060,+0.18%,SNA
SPDR S&P 500 ETF Trust,1.09%,577334,142537991,1664,+0.29%,SNA
Government Pension Fund - Global ...,0.90%,479665,118424492,59569,+14.18%,SNA
Vanguard Value Index Fund,0.89%,474643,117184610,3391,+0.72%,SNA
Vanguard Total Stock Market Index...,3.10%,9973825,3438675645,-53278,-0.53%,SPGI
Vanguard 500 Index Fund,2.39%,7685672,2649789135,-50040,-0.65%,SPGI
Fidelity 500 Index Fund,1.13%,3650532,1258593918,6637,+0.18%,SPGI
SPDR S&P 500 ETF Trust,1.11%,3574378,1232338303,10192,+0.29%,SPGI
Government Pension Fund - Global ...,1.01%,3244598,1118640052,348251,+12.02%,SPGI
iShares Core S&P 500 ETF,0.91%,2921781,1007342435,394,+0.01%,SPGI
Vanguard Growth Index Fund,0.85%,2742254,945446912,-37285,-1.34%,SPGI
Canada Pension Plan,0.81%,2608000,899160160,-3883856,-59.83%,SPGI
Vanguard Institutional Index Fund,0.75%,2413073,831955178,-27108,-1.11%,SPGI
SPDR Series - Financial Select Se...,0.68%,2198776,758072002,10115,+0.46%,SPGI
Vanguard Total Stock Market Index...,2.94%,29415671,5876662752,181513,+0.62%,CRM
Vanguard 500 Index Fund,2.34%,23346272,4664118220,114433,+0.49%,CRM
Fidelity 500 Index Fund,1.10%,10962558,2190099837,19930,+0.18%,CRM
SPDR S&P 500 ETF Trust,1.09%,10857615,2169134325,30992,+0.29%,CRM
Government Pension Fund - Global ...,1.06%,10594199,2116509076,167880,+1.61%,CRM
iShares Core S&P 500 ETF,0.89%,8875458,1773138999,1194,+0.01%,CRM
Vanguard Growth Index Fund,0.81%,8090390,1616298114,-14101,-0.17%,CRM
Vanguard Institutional Index Fund,0.71%,7047260,1407901603,-79107,-1.11%,CRM
American Funds Growth Fund of Ame...,0.64%,6435673,1285718752,5099038,+381.48%,CRM
SPDR Series - Technology Select S...,0.59%,5902704,1179242205,52884,+0.90%,CRM
Vanguard Total Stock Market Index...,3.10%,6286848,2921624003,70954,+1.14%,NOW
Vanguard 500 Index Fund,2.34%,4739258,2202427978,46312,+0.99%,NOW
American Funds Growth Fund of Ame...,1.37%,2788355,1295804336,-118495,-4.08%,NOW
T Rowe Price Blue Chip Growth Fun...,1.34%,2711803,1260229090,-361041,-11.75%,NOW
Government Pension Fund - Global ...,1.11%,2246243,1043874047,570917,+34.08%,NOW
Fidelity 500 Index Fund,1.09%,2214437,1029093163,4026,+0.18%,NOW
SPDR S&P 500 ETF Trust,1.09%,2204150,1024312588,6292,+0.29%,NOW
Advisors Inner Circle - Edgewood ...,0.90%,1822400,846905728,-325856,-15.17%,NOW
iShares Core S&P 500 ETF,0.89%,1801721,837295783,242,+0.01%,NOW
Vanguard Growth Index Fund,0.85%,1728801,803408401,5223,+0.30%,NOW
Vanguard Real Estate Index Fund,4.40%,4756285,1241723325,-41577,-0.87%,SBAC
Vanguard Total Stock Market Index...,3.10%,3347329,873887182,24927,+0.75%,SBAC
Vanguard Mid Cap Index Fund,2.34%,2522516,658553252,2559,+0.10%,SBAC
Vanguard 500 Index Fund,2.33%,2520641,658063746,12200,+0.49%,SBAC
"Principal Funds, Inc. - Mid Cap F...",1.70%,1835261,479131589,-23099,-1.24%,SBAC
Fidelity 500 Index Fund,1.10%,1183583,308998014,2151,+0.18%,SBAC
SPDR S&P 500 ETF Trust,1.09%,1172256,306040874,3328,+0.28%,SBAC
American Funds Investment Company...,1.04%,1125713,293889893,-169792,-13.11%,SBAC
Government Pension Fund - Global ...,1.01%,1091833,285044841,244230,+28.81%,SBAC
iShares Core S&P 500 ETF,0.89%,958265,250174244,128,+0.01%,SBAC
Vanguard Total Stock Market Index...,3.09%,3284119,1447278402,23204,+0.71%,ROP
Vanguard 500 Index Fund,2.33%,2475934,1091119354,11940,+0.48%,ROP
Franklin Rising Dividends Fund,2.02%,2144747,945168555,-7800,-0.36%,ROP
Akre Focus Fund,1.51%,1600600,705368414,0,0.00%,ROP
T Rowe Price Capital Appreciation...,1.41%,1502122,661970144,211100,+16.35%,ROP
T Rowe Price Growth Stock Fund,1.25%,1329475,585886338,101402,+8.26%,ROP
T Rowe Price New Horizons Fund,1.22%,1298156,572084368,75480,+6.17%,ROP
"Principal Funds, Inc. - Mid Cap F...",1.13%,1198527,528178864,-17116,-1.41%,ROP
Morgan Stanley Invt. Fds. - Globa...,1.11%,1175450,518009061,-1658,-0.14%,ROP
Fidelity 500 Index Fund,1.09%,1162601,512346635,2113,+0.18%,ROP
Vanguard Total Stock Market Index...,3.10%,33726135,2346664473,222991,+0.67%,SO
Vanguard 500 Index Fund,2.33%,25416508,1768480627,122040,+0.48%,SO
SPDR Series - Utilities Select Se...,1.57%,17084069,1188709521,18735,+0.11%,SO
MFS Value Fund,1.39%,15077025,1049059400,0,0.00%,SO
Fidelity 500 Index Fund,1.10%,11934639,830412182,21695,+0.18%,SO
SPDR S&P 500 ETF Trust,1.08%,11800907,821107109,33748,+0.29%,SO
T Rowe Price Value Fund,1.01%,11008936,766001767,-1387643,-11.19%,SO
Vanguard Value Index Fund,0.89%,9740040,677711983,72939,+0.75%,SO
iShares Core S&P 500 ETF,0.89%,9662471,672314732,1300,+0.01%,SO
Franklin Income Fund,0.83%,9000000,626220000,0,0.00%,SO
Vanguard Total Stock Market Index...,3.10%,3559638,1044575771,22615,+0.64%,ROK
Alecta Pension,2.69%,3088228,906240507,353119,+12.91%,ROK
Vanguard Mid Cap Index Fund,2.34%,2681004,786740624,231,+0.01%,ROK
Vanguard 500 Index Fund,2.34%,2679608,786330968,10742,+0.40%,ROK
JPMorgan Large Cap Growth Fund,1.18%,1351876,396708012,76712,+6.02%,ROK
Fidelity 500 Index Fund,1.10%,1258984,369448855,2288,+0.18%,ROK
SPDR S&P 500 ETF Trust,1.08%,1241233,364239824,3536,+0.29%,ROK
American Balanced Fund,1.06%,1220035,358019271,0,0.00%,ROK
Vanguard Mid Cap Value Index Fund,0.89%,1025292,300871937,10448,+1.03%,ROK
iShares Core S&P 500 ETF,0.89%,1018716,298942210,138,+0.01%,ROK
Vanguard Real Estate Index Fund,4.28%,14003017,1567917813,-125798,-0.89%,SPG
Vanguard Total Stock Market Index...,3.10%,10120726,1133217690,58227,+0.58%,SPG
Vanguard 500 Index Fund,2.34%,7633081,854676080,36500,+0.48%,SPG
Government Pension Fund - Global ...,2.08%,6799364,761324787,3627244,+114.35%,SPG
Vanguard Mid Cap Index Fund,1.17%,3818047,427506723,2455,+0.06%,SPG
Fidelity 500 Index Fund,1.10%,3584164,401318843,6514,+0.18%,SPG
SPDR S&P 500 ETF Trust,1.09%,3549893,397481519,10140,+0.29%,SPG
Cohen & Steers Real Estate Securi...,1.07%,3502591,392185114,36173,+1.04%,SPG
Cohen & Steers Institutional Real...,0.94%,3071950,343966242,-395025,-11.39%,SPG
Daiwa Asset Daiwa US-REIT Open Mo...,0.91%,2976186,333243546,270238,+9.99%,SPG
Vanguard Total Stock Market Index...,2.79%,7201984,1618789944,23875,+0.33%,SHW
Vanguard 500 Index Fund,2.13%,5505643,1237503377,27300,+0.50%,SHW
American Funds New Perspective Fu...,1.17%,3013213,677279886,0,0.00%,SHW
MFS Value Fund,1.04%,2689748,604574658,0,0.00%,SHW
Fidelity 500 Index Fund,1.00%,2585192,581073606,4699,+0.18%,SHW
SPDR S&P 500 ETF Trust,0.99%,2560419,575505379,7332,+0.29%,SHW
iShares Core S&P 500 ETF,0.81%,2093005,470444734,282,+0.01%,SHW
Government Pension Fund - Global ...,0.79%,2042643,459124867,201089,+10.92%,SHW
Vanguard Growth Index Fund,0.77%,1980857,445237228,-9026,-0.45%,SHW
MFS Growth Fund,0.70%,1819419,408950809,-232812,-11.34%,SHW
T Rowe Price Mid Cap Growth Fund,3.69%,5306900,243639779,-7000,-0.13%,SEE
BlackRock Equity Dividend Fund,3.60%,5179945,237811275,360930,+7.49%,SEE
Vanguard Total Stock Market Index...,3.10%,4461682,204835821,2177,+0.05%,SEE
Vanguard Small Cap Index Fund,2.62%,3767410,172961793,-2763,-0.07%,SEE
Vanguard 500 Index Fund,2.35%,3377150,155044957,10400,+0.31%,SEE
Janus Henderson Enterprise Fund,2.15%,3101763,142401939,0,0.00%,SEE
Vanguard Small Cap Value Index Fu...,1.84%,2642200,121303402,-20974,-0.79%,SEE
CREF Stock Account,1.50%,2154536,98914748,-64157,-2.89%,SEE
Janus Henderson Triton Fund,1.45%,2090206,95961357,203648,+10.79%,SEE
SPDR S&P 500 ETF Trust,1.12%,1604790,73675909,4472,+0.28%,SEE
Vanguard Total Stock Market Index...,2.94%,3131773,492847117,14560,+0.47%,SJM
Vanguard 500 Index Fund,2.34%,2489799,391819669,12540,+0.51%,SJM
Vanguard Mid Cap Index Fund,2.22%,2366278,372381169,2318,+0.10%,SJM
SPDR S&P Dividend ETF,1.34%,1423573,224027683,-388,-0.03%,SJM
Government Pension Fund - Global ...,1.27%,1357432,213619074,983202,+262.73%,SJM
Fidelity 500 Index Fund,1.10%,1168138,183829877,2124,+0.18%,SJM
SPDR S&P 500 ETF Trust,1.09%,1159299,182438884,3328,+0.29%,SJM
ProShares S&P 500 Dividend Aristo...,1.07%,1138338,179140251,0,0.00%,SJM
iShares Core S&P 500 ETF,0.89%,946452,148943151,128,+0.01%,SJM
Vanguard Value Index Fund,0.85%,906716,142689897,8064,+0.90%,SJM
Vanguard Total Stock Market Index...,2.94%,6070807,401401759,34725,+0.58%,STX
iShares Tr. - Select Dividend ETF,2.25%,4636527,306567165,-2512,-0.05%,STX
Vanguard Mid Cap Index Fund,2.22%,4581774,302946897,184,+0.00%,STX
Fidelity Low Priced Stock Fund,2.19%,4522361,299018509,-19536,-0.43%,STX
Vanguard 500 Index Fund,2.17%,4486740,296663249,21880,+0.49%,STX
JPMorgan Equity Income Fund,1.99%,4101995,271223909,0,0.00%,STX
Vanguard Windsor Funds - Vanguard...,1.15%,2373398,156929076,1224200,+106.53%,STX
SPDR S&P 500 ETF Trust,1.02%,2108193,139393721,5928,+0.28%,STX
Fidelity 500 Index Fund,1.02%,2104836,139171756,3824,+0.18%,STX
Vanguard Value Index Fund,0.85%,1753635,115950346,15277,+0.88%,STX
Vanguard Total Stock Market Index...,3.11%,44209078,2170665730,552546,+1.27%,SLB
SPDR Series - Energy Select Secto...,2.36%,33525921,1646122721,462080,+1.40%,SLB
Vanguard 500 Index Fund,2.34%,33156217,1627970255,210864,+0.64%,SLB
First Eagle Global Fund,1.40%,19905698,977369772,0,0.00%,SLB
Government Pension Fund - Global ...,1.30%,18525097,909582263,-12492011,-40.27%,SLB
Fidelity 500 Index Fund,1.10%,15544907,763254934,28257,+0.18%,SLB
SPDR S&P 500 ETF Trust,1.09%,15419882,757116206,43992,+0.29%,SLB
iShares Core S&P 500 ETF,0.89%,12604807,618896024,1696,+0.01%,SLB
DWS Top Dividende,0.73%,10360471,508699126,0,0.00%,SLB
Vanguard Institutional Index Fund,0.71%,10017548,491861607,-111532,-1.10%,SLB
American Funds Growth Fund of Ame...,7.82%,19969827,1304029703,-85504,-0.43%,RCL
American Funds Investment Company...,6.42%,16387830,1070125299,798791,+5.12%,RCL
Vanguard Total Stock Market Index...,2.63%,6713846,438414144,36293,+0.54%,RCL
American Funds New Perspective Fu...,2.41%,6144883,401260860,-209380,-3.30%,RCL
Vanguard 500 Index Fund,2.01%,5124684,334641865,23100,+0.45%,RCL
Vanguard Mid Cap Index Fund,1.99%,5069701,331051475,12591,+0.25%,RCL
Canada Pension Plan,1.86%,4749000,310109700,-46586,-0.97%,RCL
American Funds Insurance Series -...,1.16%,2958586,193195666,0,0.00%,RCL
Vanguard PRIMECAP Fund,1.02%,2599047,169717769,0,0.00%,RCL
American Funds AMCAP Fund,0.95%,2437152,159146026,67204,+2.84%,RCL
Vanguard Total Stock Market Index...,3.09%,4916592,580059524,-12856,-0.26%,SWKS
Vanguard Mid Cap Index Fund,2.34%,3713249,438089117,-20920,-0.56%,SWKS
Vanguard 500 Index Fund,2.34%,3711408,437871916,-17560,-0.47%,SWKS
Victory Sycamore Established Valu...,1.48%,2355000,277842900,1185000,+101.28%,SWKS
Fidelity 500 Index Fund,1.11%,1758899,207514904,3196,+0.18%,SWKS
Fidelity Funds SICAV - Global Tec...,1.10%,1741739,205490367,279857,+19.14%,SWKS
SPDR S&P 500 ETF Trust,1.09%,1731457,204277297,4940,+0.29%,SWKS
Touchstone Funds Group Trust - Mi...,1.05%,1676351,197775891,-23595,-1.39%,SWKS
Government Pension Fund - Global ...,1.02%,1629146,192206645,47974,+3.03%,SWKS
Fidelity Select Port. - Semicondu...,0.90%,1422586,167836696,679786,+91.52%,SWKS
Vanguard 500 Index Fund,2.32%,1304900,396624355,5700,+0.44%,SEDG
iShares II Plc - Global Clean Ene...,2.25%,1261405,383404050,-1243,-0.10%,SEDG
iShares Global Clean Energy ETF,1.91%,1070892,325497623,0,0.00%,SEDG
Pictet - Global Environment Oppor...,1.39%,778564,236644528,-139139,-15.16%,SEDG
Invesco Solar ETF,1.28%,719289,218627892,0,0.00%,SEDG
Fidelity 500 Index Fund,1.09%,612752,186245970,1114,+0.18%,SEDG
SPDR S&P 500 ETF Trust,1.08%,606914,184471510,1716,+0.28%,SEDG
iShares Core S&P 500 ETF,0.88%,496104,150790811,66,+0.01%,SEDG
Pictet - Clean Energy Transition,0.81%,454556,138162296,1222,+0.27%,SEDG
JPMorgan Growth Advantage Fund,0.81%,453845,137946188,-4506,-0.98%,SEDG
Dodge & Cox Stock Fund,4.53%,15597100,1180544499,0,0.00%,STT
Vanguard Total Stock Market Index...,2.95%,10149842,768241541,-581475,-5.42%,STT
Vanguard 500 Index Fund,2.37%,8148686,616774043,-375500,-4.41%,STT
Vanguard Mid Cap Index Fund,2.22%,7643925,578568683,-493967,-6.07%,STT
Oakmark Fund,1.22%,4199800,317882862,-860000,-17.00%,STT
Fidelity 500 Index Fund,1.17%,4022601,304470670,7312,+0.18%,STT
American Mutual Fund,1.13%,3902688,295394455,0,0.00%,STT
SPDR S&P 500 ETF Trust,1.10%,3789572,286832705,10816,+0.29%,STT
iShares Core S&P 500 ETF,0.90%,3097767,234469984,416,+0.01%,STT
Vanguard Value Index Fund,0.85%,2927919,221614189,-170808,-5.51%,STT
Vanguard Total Stock Market Index...,3.01%,5162137,583631209,29917,+0.58%,STLD
Vanguard 500 Index Fund,2.27%,3894111,440268190,20860,+0.54%,STLD
American Funds Growth Fund of Ame...,1.84%,3151203,356275011,0,0.00%,STLD
Fidelity Contrafund,1.47%,2513893,284220743,-2543,-0.10%,STLD
Vanguard Small Cap Index Fund,1.27%,2182132,246711844,-2165007,-49.80%,STLD
Vanguard Mid Cap Index Fund,1.14%,1947564,220191586,1947564,--,STLD
Fidelity 500 Index Fund,1.07%,1828472,206727044,3324,+0.18%,STLD
SPDR S&P 500 ETF Trust,1.05%,1799318,203430893,5148,+0.29%,STLD
DFA US Large Cap Value Series (Th...,0.98%,1686863,190716731,0,0.00%,STLD
Pacer Fds. Tr. - US Cash Cows 100...,0.90%,1544935,174670351,5040,+0.33%,STLD
Vanguard PRIMECAP Fund,4.41%,26187648,852146066,-9730,-0.04%,LUV
Vanguard Total Stock Market Index...,3.10%,18427274,599623496,182845,+1.00%,LUV
Vanguard Mid Cap Index Fund,2.34%,13881052,451689432,18103,+0.13%,LUV
Vanguard 500 Index Fund,2.34%,13874766,451484886,76280,+0.55%,LUV
T Rowe Price Mid Cap Growth Fund,1.51%,8983000,292306820,-11700,-0.13%,LUV
Vanguard Capital Opportunity Fund,1.33%,7906219,257268366,0,0.00%,LUV
Vanguard PRIMECAP Core Fund,1.10%,6560969,213493931,-23000,-0.35%,LUV
Fidelity 500 Index Fund,1.10%,6509040,211804162,11830,+0.18%,LUV
SPDR S&P 500 ETF Trust,1.08%,6436674,209449372,18408,+0.29%,LUV
US Global Jets ETF,1.07%,6350611,206648882,-56219,-0.88%,LUV
Vanguard Total Stock Market Index...,3.10%,4713903,1820745034,9592,+0.20%,SNPS
Vanguard 500 Index Fund,2.34%,3558462,1374455948,6420,+0.18%,SNPS
Government Pension Fund - Global ...,1.82%,2764160,1067656800,1393820,+101.71%,SNPS
Invesco QQQ Trust,1.33%,2023468,781564515,6510,+0.32%,SNPS
American Funds Growth Fund of Ame...,1.29%,1957900,756238875,210822,+12.07%,SNPS
T Rowe Price Blue Chip Growth Fun...,1.17%,1777544,686576370,-171033,-8.78%,SNPS
Fidelity 500 Index Fund,1.10%,1676296,647469330,3047,+0.18%,SNPS
SPDR S&P 500 ETF Trust,1.09%,1654877,639196241,4732,+0.29%,SNPS
JPMorgan Large Cap Growth Fund,0.94%,1429591,552179524,0,0.00%,SNPS
iShares Core S&P 500 ETF,0.89%,1352775,522509344,182,+0.01%,SNPS
Vanguard Total Stock Market Index...,3.10%,14251979,2360555282,86460,+0.61%,TGT
Vanguard 500 Index Fund,2.33%,10746474,1779938489,53072,+0.50%,TGT
American Balanced Fund,2.14%,9838429,1629538995,0,0.00%,TGT
Washington Mutual Investors Fund,1.96%,8997957,1490331618,0,0.00%,TGT
American Funds Income Fund of Ame...,1.10%,5048694,836215187,950894,+23.20%,TGT
Fidelity 500 Index Fund,1.10%,5045660,835712666,9172,+0.18%,TGT
SPDR S&P 500 ETF Trust,1.08%,4989034,826333701,14248,+0.29%,TGT
MFS Value Fund,1.05%,4828255,799703876,0,0.00%,TGT
Government Pension Fund - Global ...,1.03%,4759024,788237145,145564,+3.16%,TGT
Vanguard Value Index Fund,0.89%,4117848,682039164,29590,+0.72%,TGT
Vanguard Wellington Fund,3.15%,15978081,1233987196,-618414,-3.73%,SYY
Vanguard Total Stock Market Index...,3.09%,15707178,1213065357,119953,+0.77%,SYY
Vanguard 500 Index Fund,2.34%,11850748,915233268,75152,+0.64%,SYY
JPMorgan Equity Income Fund,1.83%,9285492,717118547,0,0.00%,SYY
Parnassus Core Equity Fund,1.47%,7450716,575418797,903022,+13.79%,SYY
Fidelity 500 Index Fund,1.09%,5555473,429049180,10098,+0.18%,SYY
Vanguard Windsor Funds - Vanguard...,1.09%,5543889,428154547,835073,+17.73%,SYY
SPDR S&P 500 ETF Trust,1.08%,5503481,425033838,15704,+0.29%,SYY
Government Pension Fund - Global ...,1.00%,5076514,392059176,654366,+14.80%,SYY
Victory Sycamore Established Valu...,0.91%,4600000,355258000,-315000,-6.41%,SYY
Government Pension Fund - Global ...,1.65%,20072604,2907315963,-3240131,-13.90%,TMUS
Vanguard Total Stock Market Index...,1.55%,18882995,2735012996,-261704,-1.37%,TMUS
Invesco QQQ Trust,1.33%,16201552,2346632792,52255,+0.32%,TMUS
Vanguard 500 Index Fund,1.13%,13828499,2002919795,-45372,-0.33%,TMUS
Dodge & Cox Stock Fund,0.59%,7246537,1049588419,-191800,-2.58%,TMUS
Fidelity 500 Index Fund,0.54%,6546773,948234601,11902,+0.18%,TMUS
SPDR S&P 500 ETF Trust,0.53%,6431032,931470675,18356,+0.29%,TMUS
iShares Core S&P 500 ETF,0.43%,5256918,761412003,708,+0.01%,TMUS
Vanguard Growth Index Fund,0.43%,5192350,752059974,-115277,-2.17%,TMUS
Vanguard Institutional Index Fund,0.35%,4263259,617490434,-47959,-1.11%,TMUS
Vanguard Total Stock Market Index...,3.10%,9815521,1287305579,50615,+0.52%,TEL
Dodge & Cox Stock Fund,2.58%,8156375,1069708581,0,0.00%,TEL
Washington Mutual Investors Fund,2.42%,7660011,1004610443,3928511,+105.28%,TEL
Vanguard 500 Index Fund,2.34%,7388232,968966627,-2480,-0.03%,TEL
American Funds Fundamental Invest...,2.25%,7114471,933062872,675704,+10.49%,TEL
